v-sweep,v(drain),v(gate),v(source),v(body),i(vd),i(vg),i(vs),i(vb)
0.000000e+00,0.000000e+00,0.000000e+00,1.100000e+00,1.100000e+00,8.636724e-05,3.770132e-10,-8.63672e-05,-3.78555e-10
1.000000e-01,1.000000e-01,0.000000e+00,1.100000e+00,1.100000e+00,8.197955e-05,3.079990e-10,-8.19796e-05,-3.09347e-10
2.000000e-01,2.000000e-01,0.000000e+00,1.100000e+00,1.100000e+00,7.775170e-05,2.495104e-10,-7.77517e-05,-2.50673e-10
3.000000e-01,3.000000e-01,0.000000e+00,1.100000e+00,1.100000e+00,7.344783e-05,2.003892e-10,-7.34478e-05,-2.01374e-10
4.000000e-01,4.000000e-01,0.000000e+00,1.100000e+00,1.100000e+00,6.891543e-05,1.595371e-10,-6.89154e-05,-1.60355e-10
5.000000e-01,5.000000e-01,0.000000e+00,1.100000e+00,1.100000e+00,6.385553e-05,1.259128e-10,-6.38555e-05,-1.26575e-10
6.000000e-01,6.000000e-01,0.000000e+00,1.100000e+00,1.100000e+00,5.766512e-05,9.853360e-11,-5.76651e-05,-9.90597e-11
7.000000e-01,7.000000e-01,0.000000e+00,1.100000e+00,1.100000e+00,4.977681e-05,7.648115e-11,-4.97768e-05,-7.68895e-11
8.000000e-01,8.000000e-01,0.000000e+00,1.100000e+00,1.100000e+00,4.008861e-05,5.890958e-11,-4.00886e-05,-5.92104e-11
9.000000e-01,9.000000e-01,0.000000e+00,1.100000e+00,1.100000e+00,2.859988e-05,4.505354e-11,-2.85999e-05,-4.52509e-11
1.000000e+00,1.000000e+00,0.000000e+00,1.100000e+00,1.100000e+00,1.526138e-05,3.423441e-11,-1.52614e-05,-3.43303e-11
1.100000e+00,1.100000e+00,0.000000e+00,1.100000e+00,1.100000e+00,-2.48774e-15,2.586320e-11,-2.48777e-15,-2.58583e-11
1.200000e+00,1.200000e+00,0.000000e+00,1.100000e+00,1.100000e+00,-1.68073e-05,1.476408e-10,1.680734e-05,-1.47532e-10
