v-sweep,v(drain),v(gate),v(source),v(body),i(vd),i(vg),i(vs),i(vb)
0.000000e+00,0.000000e+00,0.000000e+00,1.100000e+00,1.100000e+00,2.325670e-04,1.047259e-09,-2.32567e-04,-1.04953e-09
1.000000e-01,1.000000e-01,0.000000e+00,1.100000e+00,1.100000e+00,2.209439e-04,8.555528e-10,-2.20944e-04,-8.57476e-10
2.000000e-01,2.000000e-01,0.000000e+00,1.100000e+00,1.100000e+00,2.096667e-04,6.930845e-10,-2.09667e-04,-6.94679e-10
3.000000e-01,3.000000e-01,0.000000e+00,1.100000e+00,1.100000e+00,1.981437e-04,5.566367e-10,-1.98144e-04,-5.57925e-10
4.000000e-01,4.000000e-01,0.000000e+00,1.100000e+00,1.100000e+00,1.859524e-04,4.431587e-10,-1.85952e-04,-4.44167e-10
5.000000e-01,5.000000e-01,0.000000e+00,1.100000e+00,1.100000e+00,1.722376e-04,3.497578e-10,-1.72238e-04,-3.50520e-10
6.000000e-01,6.000000e-01,0.000000e+00,1.100000e+00,1.100000e+00,1.553331e-04,2.737044e-10,-1.55333e-04,-2.74272e-10
7.000000e-01,7.000000e-01,0.000000e+00,1.100000e+00,1.100000e+00,1.338148e-04,2.124476e-10,-1.33815e-04,-2.12869e-10
8.000000e-01,8.000000e-01,0.000000e+00,1.100000e+00,1.100000e+00,1.075296e-04,1.636377e-10,-1.07530e-04,-1.63939e-10
9.000000e-01,9.000000e-01,0.000000e+00,1.100000e+00,1.100000e+00,7.653379e-05,1.251487e-10,-7.65338e-05,-1.25341e-10
1.000000e+00,1.000000e+00,0.000000e+00,1.100000e+00,1.100000e+00,4.074064e-05,9.509557e-11,-4.07406e-05,-9.51837e-11
1.100000e+00,1.100000e+00,0.000000e+00,1.100000e+00,1.100000e+00,-6.91043e-15,7.184222e-11,-6.91064e-15,-7.18285e-11
1.200000e+00,1.200000e+00,0.000000e+00,1.100000e+00,1.100000e+00,-4.46959e-05,4.101135e-10,4.469591e-05,-4.09990e-10
0.000000e+00,0.000000e+00,1.000000e-01,1.100000e+00,1.100000e+00,2.035188e-04,2.602709e-10,-2.03519e-04,-2.62520e-10
1.000000e-01,1.000000e-01,1.000000e-01,1.100000e+00,1.100000e+00,1.916063e-04,2.029323e-10,-1.91606e-04,-2.04852e-10
2.000000e-01,2.000000e-01,1.000000e-01,1.100000e+00,1.100000e+00,1.807990e-04,1.570124e-10,-1.80799e-04,-1.58623e-10
3.000000e-01,3.000000e-01,1.000000e-01,1.100000e+00,1.100000e+00,1.701259e-04,1.206163e-10,-1.70126e-04,-1.21938e-10
4.000000e-01,4.000000e-01,1.000000e-01,1.100000e+00,1.100000e+00,1.592060e-04,9.205160e-11,-1.59206e-04,-9.31049e-11
5.000000e-01,5.000000e-01,1.000000e-01,1.100000e+00,1.100000e+00,1.476177e-04,6.983768e-11,-1.47618e-04,-7.06480e-11
6.000000e-01,6.000000e-01,1.000000e-01,1.100000e+00,1.100000e+00,1.343513e-04,5.270659e-11,-1.34351e-04,-5.33073e-11
7.000000e-01,7.000000e-01,1.000000e-01,1.100000e+00,1.100000e+00,1.175106e-04,3.959420e-11,-1.17511e-04,-4.00312e-11
8.000000e-01,8.000000e-01,1.000000e-01,1.100000e+00,1.100000e+00,9.579238e-05,2.962429e-11,-9.57924e-05,-2.99341e-11
9.000000e-01,9.000000e-01,1.000000e-01,1.100000e+00,1.100000e+00,6.903951e-05,2.208764e-11,-6.90395e-05,-2.22865e-11
1.000000e+00,1.000000e+00,1.000000e-01,1.100000e+00,1.100000e+00,3.716657e-05,1.641902e-11,-3.71666e-05,-1.65134e-11
1.100000e+00,1.100000e+00,1.000000e-01,1.100000e+00,1.100000e+00,-3.67667e-15,1.217398e-11,-3.67681e-15,-1.21666e-11
1.200000e+00,1.200000e+00,1.000000e-01,1.100000e+00,1.100000e+00,-4.18821e-05,8.404807e-11,4.188214e-05,-8.39355e-11
0.000000e+00,0.000000e+00,2.000000e-01,1.100000e+00,1.100000e+00,1.750158e-04,4.994805e-11,-1.75016e-04,-5.21316e-11
1.000000e-01,1.000000e-01,2.000000e-01,1.100000e+00,1.100000e+00,1.622589e-04,3.768155e-11,-1.62259e-04,-3.95586e-11
2.000000e-01,2.000000e-01,2.000000e-01,1.100000e+00,1.100000e+00,1.516019e-04,2.830985e-11,-1.51602e-04,-2.98992e-11
3.000000e-01,3.000000e-01,2.000000e-01,1.100000e+00,1.100000e+00,1.415783e-04,2.119230e-11,-1.41578e-04,-2.25126e-11
