v-sweep,v(drain),v(gate),v(source),v(body),i(vd),i(vg),i(vs),i(vb)
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,6.578688e-46,1.324647e-45,6.570024e-46,-2.63952e-45
1.000000e-01,1.000000e-01,0.000000e+00,0.000000e+00,0.000000e+00,-1.46625e-10,2.561073e-13,1.462694e-10,1.000141e-13
2.000000e-01,2.000000e-01,0.000000e+00,0.000000e+00,0.000000e+00,-2.45224e-10,8.933714e-13,2.441305e-10,2.000147e-13
3.000000e-01,3.000000e-01,0.000000e+00,0.000000e+00,0.000000e+00,-4.02071e-10,2.158388e-12,3.996131e-10,3.000154e-13
4.000000e-01,4.000000e-01,0.000000e+00,0.000000e+00,0.000000e+00,-6.56276e-10,4.417749e-12,6.514586e-10,4.000167e-13
5.000000e-01,5.000000e-01,0.000000e+00,0.000000e+00,0.000000e+00,-1.06859e-09,8.208573e-12,1.059886e-09,5.000192e-13
6.000000e-01,6.000000e-01,0.000000e+00,0.000000e+00,0.000000e+00,-1.73755e-09,1.430848e-11,1.722639e-09,6.000240e-13
7.000000e-01,7.000000e-01,0.000000e+00,0.000000e+00,0.000000e+00,-2.82577e-09,2.383209e-11,2.801236e-09,7.000329e-13
8.000000e-01,8.000000e-01,0.000000e+00,0.000000e+00,0.000000e+00,-4.60714e-09,3.836357e-11,4.567975e-09,8.000489e-13
9.000000e-01,9.000000e-01,0.000000e+00,0.000000e+00,0.000000e+00,-7.55128e-09,6.013801e-11,7.490241e-09,9.000775e-13
1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-1.24741e-08,9.228896e-11,1.238083e-08,1.001836e-12
1.100000e+00,1.100000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-2.08042e-08,1.391850e-10,2.066377e-08,1.252000e-12
1.200000e+00,1.200000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-3.50990e-08,2.068864e-10,3.483920e-08,5.292464e-11
0.000000e+00,0.000000e+00,1.000000e-01,0.000000e+00,0.000000e+00,3.804636e-14,-7.61891e-14,3.804636e-14,8.013050e-17
