v-sweep,v(drain),v(gate),v(source),v(body),i(vd),i(vg),i(vs),i(vb)
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-7.34168e-46,-1.51144e-45,-7.41578e-46,2.987182e-45
1.000000e-01,1.000000e-01,0.000000e+00,0.000000e+00,0.000000e+00,-1.77904e-10,3.107435e-13,1.774934e-10,1.000168e-13
2.000000e-01,2.000000e-01,0.000000e+00,0.000000e+00,0.000000e+00,-2.97523e-10,1.083957e-12,2.962394e-10,2.000175e-13
3.000000e-01,3.000000e-01,0.000000e+00,0.000000e+00,0.000000e+00,-4.87826e-10,2.618844e-12,4.849070e-10,3.000183e-13
4.000000e-01,4.000000e-01,0.000000e+00,0.000000e+00,0.000000e+00,-7.96266e-10,5.360202e-12,7.905062e-10,4.000199e-13
5.000000e-01,5.000000e-01,0.000000e+00,0.000000e+00,0.000000e+00,-1.29657e-09,9.959735e-12,1.286110e-09,5.000229e-13
6.000000e-01,6.000000e-01,0.000000e+00,0.000000e+00,0.000000e+00,-2.10829e-09,1.736096e-11,2.090325e-09,6.000288e-13
7.000000e-01,7.000000e-01,0.000000e+00,0.000000e+00,0.000000e+00,-3.42876e-09,2.891627e-11,3.399148e-09,7.000395e-13
8.000000e-01,8.000000e-01,0.000000e+00,0.000000e+00,0.000000e+00,-5.59035e-09,4.654780e-11,5.542999e-09,8.000589e-13
9.000000e-01,9.000000e-01,0.000000e+00,0.000000e+00,0.000000e+00,-9.16289e-09,7.296745e-11,9.089026e-09,9.000937e-13
1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-1.51365e-08,1.119773e-10,1.502351e-08,1.002226e-12
1.100000e+00,1.100000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-2.52446e-08,1.688778e-10,2.507444e-08,1.283190e-12
1.200000e+00,1.200000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-4.25899e-08,2.510221e-10,4.227555e-08,6.328555e-11
0.000000e+00,0.000000e+00,1.000000e-01,0.000000e+00,0.000000e+00,4.616292e-14,-9.24261e-14,4.616292e-14,9.722500e-17
1.000000e-01,1.000000e-01,1.000000e-01,0.000000e+00,0.000000e+00,-2.28353e-09,-4.62547e-14,2.283474e-09,1.001153e-13
2.000000e-01,2.000000e-01,1.000000e-01,0.000000e+00,0.000000e+00,-3.79632e-09,2.644829e-13,3.795855e-09,2.001204e-13
3.000000e-01,3.000000e-01,1.000000e-01,0.000000e+00,0.000000e+00,-6.18387e-09,1.037698e-12,6.182534e-09,3.001305e-13
4.000000e-01,4.000000e-01,1.000000e-01,0.000000e+00,0.000000e+00,-1.00203e-08,2.572581e-12,1.001733e-08,4.001506e-13
5.000000e-01,5.000000e-01,1.000000e-01,0.000000e+00,0.000000e+00,-1.61810e-08,5.313944e-12,1.617522e-08,5.001892e-13
6.000000e-01,6.000000e-01,1.000000e-01,0.000000e+00,0.000000e+00,-2.60582e-08,9.913473e-12,2.604765e-08,6.002611e-13
7.000000e-01,7.000000e-01,1.000000e-01,0.000000e+00,0.000000e+00,-4.18984e-08,1.731471e-11,4.188039e-08,7.003917e-13
8.000000e-01,8.000000e-01,1.000000e-01,0.000000e+00,0.000000e+00,-6.73888e-08,2.887002e-11,6.735917e-08,8.006243e-13
9.000000e-01,9.000000e-01,1.000000e-01,0.000000e+00,0.000000e+00,-1.08665e-07,4.650152e-11,1.086179e-07,9.010312e-13
1.000000e+00,1.000000e+00,1.000000e-01,0.000000e+00,0.000000e+00,-1.76020e-07,7.292118e-11,1.759456e-07,1.025695e-12
1.100000e+00,1.100000e+00,1.000000e-01,0.000000e+00,0.000000e+00,-2.86727e-07,1.119310e-10,2.866132e-07,1.942220e-12
