v(gate1),v(gate2),v(drain1),v(alimd),i(vd2),i(vg2),i(vs2),i(vb2),i(vd1),i(vg1),i(vs1),i(vb1),max_leak_1,max_leak_2,prev_leakage_1,prev_leakage_2
0.0,0.1,1.1,0.0,3.246901e-05,3.817313e-11,-3.2469e-05,-3.94614e-11,-1.01355e-15,1.053686e-11,-1.01355e-15,-1.05348e-11,1.053686e-11,3.246901e-05,1.053686e-11,3.246901e-05
0.0,0.2,1.1,0.0,2.785933e-05,7.325696e-12,-2.78593e-05,-8.60129e-12,-1.01355e-15,1.053686e-11,-1.01355e-15,-1.05348e-11,1.053686e-11,2.785933e-05,1.053686e-11,2.785933e-05
0.0,0.3,1.1,0.0,2.336689e-05,1.203482e-12,-2.33669e-05,-2.46031e-12,-1.01355e-15,1.053686e-11,-1.01355e-15,-1.05348e-11,1.053686e-11,2.33669e-05,1.053686e-11,2.33669e-05
0.0,0.4,1.1,0.0,1.895888e-05,1.84075e-13,-1.89589e-05,-1.41692e-12,-1.01355e-15,1.053686e-11,-1.01355e-15,-1.05348e-11,1.053686e-11,1.89589e-05,1.053686e-11,1.89589e-05
0.0,0.5,1.1,1.1,-2.31696e-17,1.332268e-15,-1.03671e-15,-1.02696e-15,-1.01355e-15,1.053686e-11,-1.01355e-15,-1.05348e-11,1.053686e-11,1.332268e-15,-1.0,1.332268e-15
0.0,0.6,1.1,1.1,-7.14152e-18,4.440892e-16,-1.02069e-15,-1.94289e-16,-1.01355e-15,1.053686e-11,-1.01355e-15,-1.05348e-11,1.053686e-11,1.02069e-15,-1.0,8.881784e-16
0.0,0.7,1.1,1.1,-2.31043e-18,0.0,-1.01586e-15,-1.11022e-16,-1.01355e-15,1.053686e-11,-1.01355e-15,-1.05348e-11,1.053686e-11,1.01586e-15,-1.0,1.11022e-16
0.0,0.8,1.1,1.1,-6.84635e-19,4.440892e-16,-1.01423e-15,-1.11022e-16,-1.01355e-15,1.053686e-11,-1.01355e-15,-1.05348e-11,1.053686e-11,1.01423e-15,-1.0,4.440892e-16
0.0,0.9,1.1,1.1,-9.09748e-20,-4.44089e-16,-1.01364e-15,-5.55112e-17,-1.01355e-15,1.053686e-11,-1.01355e-15,-1.05348e-11,1.053686e-11,1.01364e-15,-1.0,4.44089e-16
0.0,1.0,1.1,1.1,-7.48252e-20,0.0,-1.01362e-15,-5.55112e-17,-1.01355e-15,1.053686e-11,-1.01355e-15,-1.05348e-11,1.053686e-11,1.01362e-15,-1.0,5.55112e-17
0.0,1.1,1.1,1.1,-1.3409e-27,-8.88178e-16,-1.01355e-15,-5.55112e-17,-1.01355e-15,1.053686e-11,-1.01355e-15,-1.05348e-11,1.053686e-11,1.01355e-15,-1.0,8.88178e-16
0.1,0.0,1.1,0.0,3.71754e-05,1.53598e-10,-3.71754e-05,-1.54893e-10,-5.39263e-16,1.785572e-12,-5.39249e-16,-1.78446e-12,1.785572e-12,3.71754e-05,1.785572e-12,3.71754e-05
0.1,0.1,1.1,0.0,3.246901e-05,3.817313e-11,-3.2469e-05,-3.94614e-11,-5.39263e-16,1.785572e-12,-5.39249e-16,-1.78446e-12,1.785572e-12,3.246901e-05,1.785572e-12,3.246901e-05
0.1,0.2,1.1,0.0,2.785933e-05,7.325696e-12,-2.78593e-05,-8.60129e-12,-5.39263e-16,1.785572e-12,-5.39249e-16,-1.78446e-12,1.785572e-12,2.785933e-05,1.785572e-12,2.785933e-05
0.1,0.3,1.1,0.0,2.336689e-05,1.203482e-12,-2.33669e-05,-2.46031e-12,-5.39263e-16,1.785572e-12,-5.39249e-16,-1.78446e-12,1.785572e-12,2.33669e-05,1.785572e-12,2.33669e-05
0.1,0.4,1.1,0.0,1.895888e-05,1.84075e-13,-1.89589e-05,-1.41692e-12,-5.39263e-16,1.785572e-12,-5.39249e-16,-1.78446e-12,1.785572e-12,1.89589e-05,1.785572e-12,1.89589e-05
0.1,0.5,1.1,1.1,-2.31696e-17,1.332268e-15,-5.62425e-16,-1.02696e-15,-5.39263e-16,1.785572e-12,-5.39249e-16,-1.78446e-12,1.785572e-12,1.332268e-15,-1.0,1.332268e-15
0.1,0.6,1.1,1.1,-7.14152e-18,4.440892e-16,-5.46405e-16,-1.94289e-16,-5.39263e-16,1.785572e-12,-5.39249e-16,-1.78446e-12,1.785572e-12,5.46405e-16,-1.0,8.881784e-16
0.1,0.7,1.1,1.1,-2.31043e-18,0.0,-5.41573e-16,-1.11022e-16,-5.39263e-16,1.785572e-12,-5.39249e-16,-1.78446e-12,1.785572e-12,5.41573e-16,-1.0,1.11022e-16
